Song,Artist,Album,Cover,Duration,Bitrate,Popularity,MV Link,Paid,Release Date
The Field,The Sound Providers,Looking Backwards: 2001-1998,http://p1.music.126.net/9-JP5cGo2sBd_aCI5tWDAg==/1765815674214248.jpg,3:41,1408 kbps,95,,否,2006-05-17
Gratitude feat. Gowe,J. Han,IN YA MELLOW TONE 10,http://p2.music.126.net/aBJoZqcaW2zactuRagtbfQ==/109951168475800385.jpg,4:11,812 kbps,85,,是,2014-09-10
街から街,唾奇 / Sweet William,Jasmine,http://p1.music.126.net/F5YlA_XTRhZkuQVBHMcdNw==/109951169268889917.jpg,3:18,880 kbps,90,,是,2017-04-19
Only Tonight feat. Tamala,西原健一郎 / Tamala,empath,http://p1.music.126.net/xBECn5VGsFb7nOs2KJvXeg==/109951167112612480.jpg,4:09,969 kbps,90,,是,2022-03-03
How We Do,Nieve & Ine / SoulChef,Here & Now,http://p2.music.126.net/KKOMC5j_vNEp0w4V5wp6pA==/109951164882346737.jpg,3:19,860 kbps,100,,是,2011-12-22
ボーダーオブライフ (MilkyDown Remix),魂音泉,FANTASIA,http://p1.music.126.net/nr5MOza2dH3r0fM8tsxROg==/109951164943414063.jpg,5:22,1223 kbps,25,,是,2010-10-11
"The Situation is Fluid （Piano ""TIME LINE"" Version）",たま / Ginryu / Romonosov?,TIME LINE EP,http://p1.music.126.net/EJ0X-u6p0wPvbERGr95YBg==/109951164943396949.jpg,5:34,1076 kbps,25,,是,2015-08-14
"The Situation Is Fluid (feat. Romonosov?, Ginryu)",Romonosov? / Ginryu / たま,Sky is the Limit,http://p1.music.126.net/oPb7oIThkKaTBBHXGm5Lbg==/109951164943398957.jpg,5:28,942 kbps,35,,是,2012-12-30
ゆけむり魂温泉 II,魂音泉 / ｙｔｒ,Elysion II :TOHO Geek,http://p2.music.126.net/3TBzacnbRZNibfA2zRrGkw==/109951164943404076.jpg,4:37,1050 kbps,80,,是,2017-05-07
Be feat. Kharisma,GEMINI / KHARISMA,IN YA MELLOW TONE 8.5,http://p1.music.126.net/ggbuMdSNjRhp26CgCiFRRg==/109951168475795883.jpg,3:39,997 kbps,85,,是,2013-06-26
Shine a Light Pt.2 (Let’s Love) feat. Awa & Oldwun,Robert de Boron / AWA / Oldwun,nostalgic,http://p1.music.126.net/BVjDOltn6zQY3Thtp7vSGg==/109951168475807813.jpg,4:35,947 kbps,90,,是,2016-04-28
RAPTURE,INTERWORLD,RAPTURE,http://p1.music.126.net/3oq1PpHx2d-uO3yaM169qA==/109951167541639850.jpg,2:44,924 kbps,95,,是,2022-07-01
One Chance,MoonDeity / INTERWORLD,One Chance,http://p1.music.126.net/Un2JZPr2GSWpF-4RAwEdPQ==/109951168221954500.jpg,2:11,914 kbps,100,,是,2023-01-13
紫荆花盛开,刘雅松,紫荆花盛开,http://p2.music.126.net/H6HKE8bOxB3E710yITD-RQ==/109951169217266726.jpg,3:12,1813 kbps,100,,否,2023-12-28
女孩,沐泽,女孩,http://p1.music.126.net/XW9BsmDU4FCZl_YYs3Pf_Q==/109951168027175667.jpg,3:39,1819 kbps,100,,是,2021-09-27
若生命等候(DJ阿樂版),DJ阿樂 / 地主的哈士奇 / 勇的波涛,卜卦(DJ阿樂版),http://p1.music.126.net/fvH3sCCXCsGL7f98to7OPQ==/109951168855346853.jpg,4:18,1028 kbps,100,,否,未知日期
不得不爱(DJRL版),DJ阿樂 / 孤山的雾。 / DJ 长情 / DJ小万,不得不爱,http://p2.music.126.net/6BtIpAF-4mvaGIPREkcWKQ==/109951169699276243.jpg,2:12,978 kbps,100,,是,2023-02-12
二十二,陶喆,黑色柳丁,http://p2.music.126.net/FLIHPqpkfUBimQZB370agQ==/109951169237251638.jpg,4:21,973 kbps,100,,是,2002-06-29
时间挂满山林,雾也至Woo Yeah,时间挂满山林,http://p2.music.126.net/dW3bORhvKpJrEmxCykNadQ==/109951169231089251.jpg,3:50,1047 kbps,100,,否,未知日期
Overcome feat. Butta P & Gigi,re:plus,Everlasting Truth,http://p1.music.126.net/0jO2l9uMZgnFFWhovNlV0Q==/109951168475789971.jpg,5:07,958 kbps,90,,是,2010-03-03
Time Goes By feat. Hydroponikz & Anika,re:plus,Everlasting Truth,http://p1.music.126.net/0jO2l9uMZgnFFWhovNlV0Q==/109951168475789971.jpg,4:15,976 kbps,85,https://music.163.com/mv?id=5347510,是,2010-03-03
waves,Substantial,Jazzy Folklore,http://p2.music.126.net/1RrmBTow2YovazECfhIqcg==/109951170067992201.jpg,4:19,861 kbps,95,,是,2015-05-27
50 Feet,SoMo,50 Feet,http://p1.music.126.net/-uGrdpcVwLIMEx6NXGaNrQ==/109951163168473869.jpg,3:05,779 kbps,100,https://music.163.com/mv?id=14221571,是,2017-12-25
F.I.L.O.,Nujabes / Shing02,Metaphorical Music,http://p2.music.126.net/FDYtrWnuqBzv3S6mRgCQJA==/109951165541342809.jpg,3:31,932 kbps,90,,是,2003-08-21
愛密集,Shing02,愛密集,http://p1.music.126.net/y5lsESuibXSwCoR4ibVhEA==/2431020209037215.jpg,3:24,1618 kbps,90,,否,2012-12-03
Sol feat. Cise Star,re:plus,Everlasting Truth,http://p1.music.126.net/0jO2l9uMZgnFFWhovNlV0Q==/109951168475789971.jpg,3:29,885 kbps,90,,是,2010-03-03
复活节,张韶涵,欧若拉,http://p1.music.126.net/JxIljYkVznSrZTUQEAg-gg==/109951167379867279.jpg,4:36,929 kbps,100,,是,2004-12-01
香水百合,张韶涵,潘朵拉,http://p1.music.126.net/PrZEpCYof9sbGKid2Djq6g==/109951167430264389.jpg,2:57,1002 kbps,100,https://music.163.com/mv?id=14529532,是,2006-01-01
遗失的美好,张韶涵,Over The Rainbow,http://p1.music.126.net/sBJmRGnwCJUhVLXFI0z_iA==/109951167440837785.jpg,4:21,787 kbps,100,https://music.163.com/mv?id=14529052,是,2004-01-06
如愿 (Live),张韶涵 / 刘惜君,天赐的声音第三季 第10期,http://p2.music.126.net/BBQyOrzQkgg7wIzx1IzQzw==/109951168567726599.jpg,4:37,860 kbps,100,,是,2022-05-20
梦里花,张韶涵,梦里花,http://p2.music.126.net/QrU8vSjRRJmHD8n6qbUFOQ==/109951163271829423.jpg,3:36,939 kbps,100,https://music.163.com/mv?id=14529528,是,2007-01-12
隐形的翅膀,张韶涵,潘朵拉,http://p1.music.126.net/PrZEpCYof9sbGKid2Djq6g==/109951167430264389.jpg,3:44,879 kbps,100,https://music.163.com/mv?id=14530301,是,2006-01-06
Come Around Me,Justin Bieber,Changes,http://p1.music.126.net/arL022NQ94WEv97FzlwTgA==/109951164707732979.jpg,3:20,971 kbps,100,https://music.163.com/mv?id=10918698,是,2020-02-14
Deep Green,Christian Kuria,Suspension of Disbelief,http://p2.music.126.net/BwxNwzYnqcBpRbqBIRfXAg==/109951168004448456.jpg,3:23,902 kbps,100,,是,2022-11-29
Officially Missing You,Jayesslee,Officially Missing You,http://p1.music.126.net/sQ0U7plKMkUjZozRa1XoRg==/3168792511329938.jpg,3:43,1644 kbps,100,https://music.163.com/mv?id=10846228,否,2012-05-04
꿈 (feat. 그래쓰),온스 / 그래쓰,인도행 티켓 OST,http://p1.music.126.net/g0SUZi1ok657M_bpHg9LEg==/109951168787284673.jpg,3:44,814 kbps,90,,是,2020-06-27
we'll we'll we'll,그래쓰,OUR Ocean,http://p2.music.126.net/D6v8-Qlb6qF8XT5-IS7BfQ==/109951169818367566.jpg,2:38,1022 kbps,95,,是,2024-07-31
Porto girl,그래쓰,somewhere the grass is green,http://p1.music.126.net/iCBK6kMpUGh-r2ZoABZlHw==/109951166263778835.jpg,3:58,1467 kbps,100,,是,2021-08-12
过程,蛋堡,月光,http://p2.music.126.net/cB5Cs8PPPkYbj4vwaaWcWw==/109951168001993115.jpg,4:48,874 kbps,100,,是,2010-10-08
收敛水,蛋堡,收敛水,http://p1.music.126.net/YuS3GrLcE7PIi_3s-62ZQA==/109951168001997012.jpg,3:57,853 kbps,100,,是,2009-07-22
写一首歌 feat. 方大同,蛋堡 / 方大同,你所不知道的杜振熙之内部整修,http://p2.music.126.net/BwvvtmT3pC5GbkE3T_l87w==/109951168001990864.jpg,3:31,1591 kbps,100,,是,2013-07-31
Hit the Rhyme,蛋堡,收敛水,http://p1.music.126.net/YuS3GrLcE7PIi_3s-62ZQA==/109951168001997012.jpg,5:00,803 kbps,100,,是,2009-07-22
关于小熊,蛋堡,收敛水,http://p1.music.126.net/YuS3GrLcE7PIi_3s-62ZQA==/109951168001997012.jpg,5:16,753 kbps,100,,是,2009-07-22
热水澡,蛋堡,收敛水,http://p1.music.126.net/YuS3GrLcE7PIi_3s-62ZQA==/109951168001997012.jpg,3:01,838 kbps,100,,是,2009-07-22
"Luv(sic.), Pt. 3",Nujabes / Shing02,Modal Soul,http://p2.music.126.net/WLvdvrEImEi_sw-fm88B3Q==/109951165498611137.jpg,5:36,1496 kbps,100,,是,2005-11-11
Luv (Sic),Nujabes,Luv(sic) Hexalogy,http://p1.music.126.net/nLDpg8w0Batkq-Po0rA6QA==/109951170165177731.jpg,4:49,865 kbps,100,,是,2015-12-09
Nighttime,re:plus,Ordinary Landscape,http://p1.music.126.net/ZdIawt_Ihyu2slCSrBdiTQ==/109951168475796756.jpg,4:03,847 kbps,95,,是,2011-11-09
Give Love,AKMU,PLAY,http://p1.music.126.net/iACjGBjU70UzbZ8iqXIimA==/109951167720833823.jpg,2:56,1020 kbps,100,https://music.163.com/mv?id=248040,是,2014-04-07
星の在り処,う～み,空を見上げて ～英雄伝説 空の軌跡 ボーカルバージョン～,http://p1.music.126.net/7XUqNl047-JU4Za5anX7yA==/109951169885650284.jpg,4:43,916 kbps,95,,是,2006-08-25
T,88rising / 宇多田ヒカル / Warren Hue,Head In The Clouds Forever,http://p2.music.126.net/bsAv920ZHH3xevqL2_2iqQ==/109951170289910492.jpg,4:09,866 kbps,90,,是,2022-04-17
Best Lover,88rising / BIBI,Head In The Clouds Forever,http://p2.music.126.net/bsAv920ZHH3xevqL2_2iqQ==/109951170289910492.jpg,2:32,929 kbps,95,https://music.163.com/mv?id=14520012,是,2022-04-17
Walking (feat. Swae Lee & Major Lazer),88rising / Joji / 王嘉尔 / Swae Lee / Major Lazer,Head In The Clouds II,http://p1.music.126.net/fZq_qBWX8-pEhopxbeWfUQ==/109951170289920563.jpg,2:47,1411 kbps,100,https://music.163.com/mv?id=10896732,是,2019-10-11
DISAPPOINTED,KnowKnow / 88rising,DISAPPOINTED,http://p2.music.126.net/rk-wqC6s5wSvp0kUcpjJvw==/109951170212797092.jpg,3:12,1007 kbps,95,https://music.163.com/mv?id=22659511,是,2024-12-03
Split,88rising / NIKI,Split,http://p1.music.126.net/Thgi2gUkhrdtyNO8wdTE2A==/109951170289914787.jpg,3:27,1518 kbps,100,https://music.163.com/mv?id=14475276,是,2021-11-18
The Weekend,88rising / BIBI,The Weekend,http://p1.music.126.net/rxR-k9sAqbmEWltgLSGNqw==/109951170609819769.jpg,2:47,1674 kbps,100,https://music.163.com/mv?id=14405113,是,2021-10-14
Tequila Sunrise (feat. AUGUST 08 & Goldlink),88rising / 王嘉尔 / Higher Brothers / AUGUST 08 / GoldLink,Head In The Clouds II,http://p1.music.126.net/fZq_qBWX8-pEhopxbeWfUQ==/109951170289920563.jpg,4:03,1411 kbps,100,,是,2019-10-11
Midsummer Madness,88rising / Higher Brothers / Rich Brian / Joji / AUGUST 08,Midsummer Madness,http://p1.music.126.net/nRh4yltzU1eP-mqZCsiS0w==/109951170318517244.jpg,4:40,876 kbps,100,https://music.163.com/mv?id=5917725,是,2018-06-07
I Love You 3000 II,88rising / Stephanie Poetri / 王嘉尔,Head In The Clouds II,http://p1.music.126.net/fZq_qBWX8-pEhopxbeWfUQ==/109951170289920563.jpg,3:29,859 kbps,100,https://music.163.com/mv?id=10897232,是,2019-10-11
Indigo - Live at The Wiltern,NIKI,Live at The Wiltern,http://p1.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,4:12,1657 kbps,20,,是,2023-05-12
La La Lost You - Live at The Wiltern,NIKI,Live at The Wiltern,http://p1.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,3:34,1662 kbps,85,,是,2023-05-12
Anaheim - Live at The Wiltern,NIKI,Live at The Wiltern,http://p1.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,5:39,1516 kbps,20,,是,2023-05-12
Backburner - Live at The Wiltern,NIKI,Live at The Wiltern,http://p1.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,3:57,1640 kbps,25,,是,2023-05-12
urs - Live at The Wiltern,NIKI,Live at The Wiltern,http://p1.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,4:19,1607 kbps,25,,是,2023-05-12
Vintage - Live at The Wiltern,NIKI,Live at The Wiltern,http://p1.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,2:32,1699 kbps,25,,是,2023-05-12
Selene - Live at The Wiltern,NIKI,Live at The Wiltern,http://p2.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,3:12,1681 kbps,25,,是,2023-05-12
lowkey - Live at The Wiltern,NIKI,Live at The Wiltern,http://p2.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,2:33,1689 kbps,25,,是,2023-05-12
Keeping Tabs - Live at The Wiltern,NIKI,Live at The Wiltern,http://p2.music.126.net/GYE1JQ8clK2K9ea2SkiHnA==/109951170483359358.jpg,3:12,1730 kbps,25,,是,2023-05-12
Ray,SennaRin,S9aiR (Complete Edition),http://p2.music.126.net/Q97tQ29iYX1TSmJ_sOAV_g==/109951169053749107.jpg,3:58,1512 kbps,20,,是,2023-11-29
BEYOND THE TIME (メビウスの宇宙を越えて),澤野弘之 / SennaRin,TM NETWORK TRIBUTE ALBUM -40th CELEBRATION-,http://p2.music.126.net/RKNbsc3KLUmyHkxQJ9lD2g==/109951169578465491.jpg,4:21,1632 kbps,65,,是,2024-05-15
Woman Woman,AWOLNATION,Run,http://p2.music.126.net/ElWk_cc37xiXSU15dk102g==/109951167725306196.jpg,3:37,936 kbps,25,,是,2015-03-17
Not Your Fault,AWOLNATION,Megalithic Symphony (Deluxe),http://p1.music.126.net/tb5QxHIJNV9fPeJEVWNBzQ==/18291475440242204.jpg,4:02,1057 kbps,25,,是,2013-11-19
"Battered, Black & Blue (Hole In My Heart)",AWOLNATION,Angel Miners & The Lightning Riders,http://p2.music.126.net/v6EU3Tk7OrvTNqjMVFKBzA==/109951168709009450.jpg,3:15,1493 kbps,85,,是,2020-04-24
Handyman,AWOLNATION,Here Come the Runts,http://p1.music.126.net/tczGmPxzjYYLt5iX_l_avA==/109951166451614250.jpg,3:22,1561 kbps,25,https://music.163.com/mv?id=22742458,是,2018-02-02
When I Was Young,AWOLNATION,The Phantom Five,http://p1.music.126.net/E79DOCsJ6VDWdTGcDaAedA==/109951169501131095.jpg,3:10,988 kbps,20,,是,2024-08-30
Stuck with U,Ariana Grande / Justin Bieber,Stuck with U,http://p1.music.126.net/lqkac0L7LLBortmRMdyXBg==/109951164972718281.jpg,3:48,878 kbps,100,https://music.163.com/mv?id=10934105,是,2020-05-08
卧室里的交响曲,Muyoi / Fozik佛子克,卧室里的交响曲,http://p2.music.126.net/DMs-w2vzjNasyCS40Fcxfw==/109951167193957601.jpg,2:36,782 kbps,50,,是,未知日期
国际孤独等级,Gareth.T,国际孤独等级,http://p2.music.126.net/WxlvY0Ljo1D4xfHfez_yEw==/109951168432509318.jpg,3:13,853 kbps,100,,是,2023-03-03
想你会忘了看时间,李昂LeeOn,冥王星漂流日记,http://p1.music.126.net/4lR3uqLIvxNOx3jrLgsMnw==/109951166479862193.jpg,3:14,908 kbps,95,,是,未知日期
Weather Report (feat. Hikari),Tokimeki Records / ひかり,Weather Report (feat. Hikari),http://p2.music.126.net/CYEo7G2F_WEkfgQTjSLkvw==/109951166126578955.jpg,4:56,1039 kbps,15,,是,2021-06-30
Dang Dang Kininaru (feat. Hikari),Tokimeki Records / ひかり,Dang Dang Kininaru (feat. Hikari),http://p1.music.126.net/6MxkgcuHLXd4V4uIW4ceVA==/109951165348232765.jpg,4:11,1053 kbps,15,,是,2020-09-30
Stay By Me (feat. Hikari),Tokimeki Records / ひかり,Tokimeki Mellow,http://p2.music.126.net/grOIQPXQ40gJQB0wPvRrvg==/109951165823119443.jpg,3:21,940 kbps,15,,是,2021-03-24
MIND CIRCUS (feat. Hikari),Tokimeki Records / ひかり,MIND CIRCUS (feat. Hikari),http://p1.music.126.net/Clsh-m54XsJa7J3kVghsEA==/109951165590260433.jpg,5:13,1674 kbps,15,,是,2021-01-02
You Are Nobody (feat. ひかり),Tokimeki Records / ひかり,You Are Nobody (feat. ひかり),http://p1.music.126.net/3IBERh0TUH8ebQ2b8GEJcA==/109951167222492469.jpg,3:58,1000 kbps,20,,是,2022-05-04
I'm in Love (feat. Hikari),Tokimeki Records / ひかり,Tokimeki Mellow,http://p1.music.126.net/grOIQPXQ40gJQB0wPvRrvg==/109951165823119443.jpg,4:49,973 kbps,25,,是,2021-03-24
I CAN'T STOP THE LONELINESS (feat. Hikari),Tokimeki Records / ひかり,I CAN'T STOP THE LONELINESS (feat. Hikari),http://p2.music.126.net/6rsUo3I2RsT16BS1sCduSQ==/109951166189425752.jpg,4:35,1022 kbps,35,,是,2021-07-21
Plastic Love (feat. ひかり),Tokimeki Records / ひかり,Plastic Love (feat. ひかり),http://p1.music.126.net/40R3fjVHD01gCIAfKrt0ZA==/109951165778850616.jpg,4:40,988 kbps,25,,是,2019-08-21
今夜はHearty Party (feat. ひかり),Tokimeki Records / ひかり,今夜はHearty Party (feat. ひかり),http://p2.music.126.net/wTWGViFcf8iFqzMW_ia8hw==/109951170055947158.jpg,4:52,1134 kbps,50,,是,2024-11-20
Sweet Escape (feat. ひかり),Tokimeki Records / ひかり,Sweet Escape (feat. ひかり),http://p1.music.126.net/zZ3iU50eTM0IqJyECtrbaw==/109951167708873652.jpg,3:53,1000 kbps,80,https://music.163.com/mv?id=14553210,是,2022-08-10
Is There Someone Else?,The Weeknd,Dawn FM,http://p2.music.126.net/p8I7_-XVD1vOHYcuIvUjAQ==/109951166903111181.jpg,3:19,938 kbps,100,https://music.163.com/mv?id=14596602,是,2022-01-07
Open Arms,SZA / Travis Scott,SOS,http://p1.music.126.net/fMnIwA23zqbCvzM2lrHrbA==/109951168128620251.jpg,3:59,1389 kbps,100,https://music.163.com/mv?id=22687067,是,2022-12-08
doctor doctor,familypet / badXchannels,things that quicken the heart,http://p2.music.126.net/6VyAtEouvutwb7TLOtedTQ==/109951167855357558.jpg,2:58,974 kbps,35,,是,2018-03-30
Frontier,Doctor Vox,Level Up,http://p1.music.126.net/YIVzL5cVDYDVUrSJoFBMSg==/109951164977883483.jpg,5:23,1608 kbps,100,,是,2016-06-27
Slam (Angel Miners),AWOLNATION,Angel Miners & The Lightning Riders,http://p2.music.126.net/v6EU3Tk7OrvTNqjMVFKBzA==/109951168709009450.jpg,4:48,1416 kbps,80,https://music.163.com/mv?id=10921274,否,2020-04-24
Tell Me Goodbye,BIGBANG,Tell Me Goodbye,http://p1.music.126.net/DYG-bGnXOKufaL1IpIjGrA==/656408441786223.jpg,4:06,987 kbps,100,https://music.163.com/mv?id=33482,是,2010-06-09
IF YOU -JP Ver.-,BIGBANG,MADE SERIES,http://p1.music.126.net/9XW5HEkMTQkuKGmBKquQhA==/1410673418999641.jpg,4:27,830 kbps,100,https://music.163.com/mv?id=5309912,是,2016-02-03
Make Love -English Version-,BIGBANG,ASIA BEST 2006-2009,http://p2.music.126.net/ZjIwjxjivM9mvWFJNZBs-g==/920291232472249.jpg,3:37,967 kbps,100,,否,2009-08-19
MONSTER,BIGBANG,BIGBANG SPECIAL EDITION 'STILL ALIVE',http://p1.music.126.net/PcMiIQn4Hmd3tkgBZWLAlQ==/109951167720321489.jpg,3:51,950 kbps,100,https://music.163.com/mv?id=5183,是,2012-06-03
GIRLFRIEND,BIGBANG,MADE,http://p1.music.126.net/y7GMkmLig9WRiMICyVkwrQ==/109951167720834553.jpg,3:48,1020 kbps,100,,是,2016-12-13
WE LIKE 2 PARTY,BIGBANG,MADE,http://p1.music.126.net/y7GMkmLig9WRiMICyVkwrQ==/109951167720834553.jpg,3:15,957 kbps,100,https://music.163.com/mv?id=14540845,是,2016-12-13
봄여름가을겨울 (Still Life),BIGBANG,봄여름가을겨울,http://p2.music.126.net/mH3wfHylg5xD_EHgQEv5dw==/109951167720851087.jpg,3:08,996 kbps,100,https://music.163.com/mv?id=14540061,是,2022-04-05
FXXK IT(에라 모르겠다),BIGBANG,MADE,http://p1.music.126.net/y7GMkmLig9WRiMICyVkwrQ==/109951167720834553.jpg,3:51,1077 kbps,100,https://music.163.com/mv?id=14546680,是,2016-12-13
꽃 길,BIGBANG,꽃 길,http://p2.music.126.net/_KJeMkh_uxxSdK9DQjaFPQ==/109951167720803329.jpg,3:48,963 kbps,100,,是,2018-03-13
LAST DANCE,BIGBANG,MADE,http://p1.music.126.net/y7GMkmLig9WRiMICyVkwrQ==/109951167720834553.jpg,4:39,893 kbps,100,https://music.163.com/mv?id=14550449,是,2016-12-13
ウルトラセブンの歌,布川俊樹,ウルトラマンJAZZ,http://p2.music.126.net/QdXUWuuUXDoDo9nFiBBS5A==/19121606718931867.jpg,6:01,784 kbps,25,,否,1998-12-16
SHYNESS BOY,杏里,Timely!!,http://p2.music.126.net/9N2pwvhlXaCdg4HyxIHUJw==/109951164975140519.jpg,3:16,2496 kbps,90,,是,1983-12-05
難破船,中森明菜,COMPLETE SINGLE COLLECTIONS ~FIRST TEN YEARS,http://p1.music.126.net/VMjzj4WvIRkh1ZAHMnkLgQ==/109951168051562752.jpg,4:29,901 kbps,95,,是,2009-06-10
Улеталиптицамигордыми,Double X,Улеталиптицамигордыми,http://p2.music.126.net/TzaEHJoz9_y9U0EScrqsTA==/109951168769453307.jpg,3:39,836 kbps,100,,是,2023-07-27
苦茶子,Starling8 / MoreLearn 27 / FIVESTAR,埋汰,http://p2.music.126.net/VjXYNoGC3lXajZDs0r35XQ==/109951167852652412.jpg,2:50,874 kbps,100,,是,2022-04-19
Not Like Us,Kendrick Lamar,Not Like Us,http://p2.music.126.net/2uNB1vOtLykIIu094zd95w==/109951169563204791.jpg,4:34,871 kbps,100,https://music.163.com/mv?id=22600593,是,2024-05-04
Ma boo,T-ara,Vol.2 Temptastic,http://p2.music.126.net/qT8AbDMduh1ZgecIOM4TFQ==/109951170675418714.jpg,3:24,1071 kbps,90,,是,2010-12-01
뱅뱅뱅 (BANG BANG BANG),BIGBANG,A,http://p2.music.126.net/j95De0X-HttzQ3VSUsqGxQ==/7703178465974475.jpg,3:40,1044 kbps,100,https://music.163.com/mv?id=420177,是,2015-06-01
archē,鶴田真由 / Haruka Nakamura,archē,http://p2.music.126.net/zlM0JdiipaiOf_EjiasSjA==/109951168279449341.jpg,8:52,552 kbps,10,,是,2023-02-04
下一站贵阳北,杨皮鹏,下一站贵阳北,http://p1.music.126.net/arwdCAw8Vg_fhFPNGqTstA==/109951169894985341.jpg,3:15,884 kbps,80,,是,未知日期
贵州往事,杨皮鹏,贵州往事,http://p1.music.126.net/4f6ho3nlQB3e_TQ-WkyeFQ==/109951170027155365.jpg,5:01,818 kbps,75,,是,2024-10-08
Promise,HARIKIRI / 马思唯 / 朴宰范,Promise,http://p1.music.126.net/U_asi9eKVwEy39_uMSi7og==/109951165762388799.jpg,3:27,892 kbps,100,https://music.163.com/mv?id=14262950,是,2021-03-04
dashstar*,Knock2,Best of Insomniac Music Group: 2021,http://p1.music.126.net/GjPRvsg86qtvlNR81eWaow==/109951166784160303.jpg,3:18,1122 kbps,100,,是,2022-01-07
黑暗中漫舞(Live),陈奕迅,The Easy Ride Live 陈奕迅演唱会,http://p1.music.126.net/7gzZevbKJvZauIKJ5-W_Ag==/109951170175574203.jpg,3:40,1589 kbps,95,https://music.163.com/mv?id=101299,是,2002-01-01
IF YOU,BIGBANG,D,http://p1.music.126.net/l-TigfvwoKBUP_LDL1XgIg==/7735064302387363.jpg,4:24,853 kbps,100,,是,2015-07-01
EARth,澤野弘之,Mobile Suit Gundam Hathaway Original Motion Picture Soundtrack,http://p1.music.126.net/n6OlRaKIVOrljWCJJFehbw==/109951165894744509.jpg,5:02,791 kbps,85,,是,2021-06-11
The Last of Us,Gustavo Santaolalla,The Last of Us (Video Game Soundtrack),http://p1.music.126.net/V5BIlxMo9B9S05QTJlPy4Q==/109951165967664824.jpg,3:03,1445 kbps,95,https://music.163.com/mv?id=14556468,是,2013-06-10
Assassin's Creed,Joe Henson / Alexis Smith,Assassin's Creed Odyssey Original Game Soundtrack,http://p1.music.126.net/bpefpCuieXwi9m-ze_Cdig==/109951165339060511.jpg,2:54,814 kbps,85,,否,2018-10-05
Dear Moon,moon tang,Dear Moon,http://p2.music.126.net/PeLRkm4ivE8glUT34P7Vkg==/109951165485686291.jpg,3:15,809 kbps,90,,是,2020-12-07
奢香夫人,凤凰传奇,最炫民族风,http://p2.music.126.net/Uu_tvYJWMEqKmVlKwrVGpQ==/109951163068646489.jpg,4:19,971 kbps,100,https://music.163.com/mv?id=14679641,是,2009-06-02
想念（Rehearsal Version）,梁博,想念（Rehearsal Version）,http://p2.music.126.net/5-xvSZZxcQgvvk7sJ0-xPg==/109951169775167100.jpg,6:36,823 kbps,100,,是,未知日期
What Does It Mean to You,Carpetman,What Does It Mean to You,http://p1.music.126.net/IzACfhjYrFJC3IRz-7Cf0A==/109951170121359445.jpg,4:00,727 kbps,100,,是,2024-11-15
明明,周兴哲,爱，教会我们的事,http://p1.music.126.net/g-s49MkIbrY2tilBGHMqGg==/109951167056417996.jpg,3:39,889 kbps,100,,是,2016-08-05
不要脸,银河快递,不要脸,http://p1.music.126.net/iMyZkxgLbnMOvJ44vuKBVg==/109951169149569341.jpg,4:28,970 kbps,100,https://music.163.com/mv?id=14598753,是,2022-11-18
Wonderful U (Demo Version),AGA,Wonderful U,http://p1.music.126.net/I5hcrwYM847qcZ35LbaIVg==/109951165307142666.jpg,4:08,890 kbps,100,https://music.163.com/mv?id=10943810,是,2016-03-14
谁是MVP (Live),潘玮柏,中国新说唱2019 第六期,http://p2.music.126.net/MyhR7VUQk7TTxS6TgqA6Aw==/109951164224106671.jpg,3:28,1028 kbps,45,,是,未知日期
巴比伦 (Live),潘玮柏,中国新说唱2020 第五期,http://p1.music.126.net/NJf-GE3JeTimrsOvh05Flg==/109951165309368718.jpg,3:50,1043 kbps,80,,是,未知日期
Feel Like Drake,潘玮柏 / 马思唯,Feel Like Drake,http://p1.music.126.net/-E0auYLjFqTsumpG6vVk0g==/109951169574469829.jpg,2:24,928 kbps,95,https://music.163.com/mv?id=14721069,是,2024-04-26
Moonlight (Remix),潘玮柏 / 袁娅维TIA RAY,Moonlight (Remix),http://p1.music.126.net/gVfvx1fpmG13VHmtBQV4XA==/109951163772737855.jpg,4:03,1048 kbps,60,https://music.163.com/mv?id=10850525,是,2018-12-31
爱你3000 (Live),潘玮柏 / SeanT肖恩恩 / 黄旭,中国新说唱2019 第九期,http://p1.music.126.net/Q1HwzbhGO8GB_1QaNciYTQ==/109951164279479954.jpg,4:28,963 kbps,100,,是,未知日期
第二顺位 (Live),潘玮柏 / 李大奔BENZO / 梦徐,中国新说唱2020 第八期,http://p2.music.126.net/zRr6YwPpVnR8VIeZ4alA3Q==/109951165359721984.jpg,3:56,962 kbps,90,,是,未知日期
